,user,timestamp,song_id,genre,song_name,artists,duration_ms
34,Travis Wells,1717807249000,3xXBsjrbG1xQIm1xv1cKOt,alternative metal,One More Light,Linkin Park,255067.0
35,Rachel Villa,1717070270000,5sFDReWLrZHLFZFjHsjUTS,alternative metal,Would? (2022 Remaster),Alice In Chains,206773.0
36,Rachel Villa,1717126348000,7oVEtyuv9NBmnytsCIsY5I,alternative metal,BURN IT DOWN,Linkin Park,230253.0
37,Rachel Villa,1717212263000,74d6TJmbOtWswxvbQ3m1eu,alternative metal,Burning in the Skies,Linkin Park,253160.0
38,Rachel Villa,1717294704000,5tgyRhmZ480ytCSxJKZIKv,alternative metal,Empty Spaces,Linkin Park,18333.0
39,Rachel Villa,1717296574000,6n8TMVyFKoUmDc4apxceRD,alternative metal,Breaking the Habit,Linkin Park,196907.0
40,Rachel Villa,1717375923000,50xYqUTVCvoqRLuyWFuG3r,alternative metal,Enth E Nd (Kutmasta Kurt Reanimation) [feat. Motion Man],Linkin Park,243613.0
41,Rachel Villa,1717454777000,6n9yCXvLhnYMgJIiIcMu7D,alternative metal,Rockstar,Nickelback,252040.0
42,Rachel Villa,1717455400000,1jq28NGw6wdtFKx8MBPy6C,alternative metal,Burn It to the Ground,Nickelback,212347.0
43,Rachel Villa,1717456725000,1mnQiO568zXIrUncttTZGp,classic rock,Good Old-Fashioned Lover Boy - Remastered 2011,Queen,173173.0
44,Rachel Villa,1717511384000,2F3d60JJcN9NIQzFDRfHW4,alternative metal,Ntr\mssion,Linkin Park,29400.0
45,Rachel Villa,1717575776000,4K1imZQQ0yKtJ40vGmUajS,classic rock,Girl from the North Country,Bob Dylan,220400.0
46,Rachel Villa,1717591998000,5o8D9iumZKT9hHPzhh8viT,alternative metal,Plc.4 Mie Hæd (Amp Live Reanimation) [feat. Zion],Linkin Park,260747.0
47,Rachel Villa,1717646318000,1CQPeKZKKapI4BQPU5L1di,alternative metal,Over Soon,Egypt Central,204832.0
48,Rachel Villa,1717732297000,0fpS77hc2BzBG8aFUvH1I9,alternative metal,Rnw@y (Backyard Bangers Reanimation) [feat. Phoenix Orion],Linkin Park,193400.0
49,Robert Andrews,1717497149000,0t3ZvGKlmYmVsDzBJAXK8C,dfw rap,Goodbyes (feat. Young Thug),Post Malone,174853.0
50,Robert Andrews,1717524955000,1Q3HtTFGxjmEljAw7Y0CaR,hip hop,Options,NF,206040.0
51,Robert Andrews,1717611161000,0O6u0VJ46W86TxN9wgyqDj,dfw rap,I Like You (A Happier Song) (with Doja Cat),Post Malone,192841.0
52,Robert Andrews,1717691245000,5rLyYxZNzca00ENADO9m54,hip hop,When I Grow Up,NF,196800.0
53,Robert Andrews,1717748679000,3Q5cLvkKsHJvYltf8k7HkO,hip hop,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,231618.0
54,Robert Andrews,1717788509000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
55,Robert Andrews,1717801250000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
56,Robert Andrews,1717808058000,6ZxPYutGhjLTrcmvcshCa4,hip hop,Arabian Nights (2019),Will Smith,193096.0
57,Robert Andrews,1717869694000,40uMIn2zJLAQhNXghRjBed,dfw rap,Motley Crew,Post Malone,184213.0
58,Robert Andrews,1717906619000,4KIIzdrFS4U21IeaMTATDi,hip hop,Thinking,NF,192120.0
59,Robert Andrews,1717980400000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
60,Robert Andrews,1718000244000,7sWRlDoTDX8geTR8zzr2vt,dfw rap,Hollywood's Bleeding,Post Malone,156267.0
61,Robert Andrews,1718070452000,6ZxPYutGhjLTrcmvcshCa4,hip hop,Arabian Nights (2019),Will Smith,193096.0
62,Robert Andrews,1718131950000,7ssFG94tZHpX9vbIFM0GVH,hip hop,No Excuses,NF,201720.0
63,Robert Andrews,1718135177000,7sWRlDoTDX8geTR8zzr2vt,dfw rap,Hollywood's Bleeding,Post Malone,156267.0
64,Robert Andrews,1718203094000,5VuxWXbt7XENQCtE9TzpTv,dfw rap,Spoil My Night (feat. Swae Lee),Post Malone,194560.0
65,Robert Andrews,1718248766000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
66,Robert Andrews,1718320860000,551xyaSJsg8hILXFq9JdST,hip hop,THE PLAN,Travis Scott,185851.0
67,Robert Andrews,1718397786000,4KIIzdrFS4U21IeaMTATDi,hip hop,Thinking,NF,192120.0
68,Robert Andrews,1718434033000,4KIIzdrFS4U21IeaMTATDi,hip hop,Thinking,NF,192120.0
69,Robert Andrews,1718472935000,0cHAXbQfTlBIJrzIOW8kUv,hip hop,Trauma,NF,247241.0
70,Robert Andrews,1718513368000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
71,Robert Andrews,1718582401000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
72,Robert Andrews,1718656649000,1Q3HtTFGxjmEljAw7Y0CaR,hip hop,Options,NF,206040.0
73,Robert Andrews,1718716664000,4KIIzdrFS4U21IeaMTATDi,hip hop,Thinking,NF,192120.0
74,Robert Andrews,1718748684000,6ZxPYutGhjLTrcmvcshCa4,hip hop,Arabian Nights (2019),Will Smith,193096.0
75,Robert Andrews,1718819666000,3EtyEzMpfKSaoVhPunvbRV,hip hop,Leave Me Alone,NF,308652.0
76,Robert Andrews,1718851601000,2YzmfPLqUx5CJOaw5ThsBV,hip hop,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,202636.0
77,Robert Andrews,1718855292000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
78,Pedro Lopez,1716863550000,5rLyYxZNzca00ENADO9m54,hip hop,When I Grow Up,NF,196800.0
79,Pedro Lopez,1716908892000,5lehoWkVPujeOAwb8BO0uK,hip hop,Only,NF,225440.0
80,Pedro Lopez,1716939418000,0O6u0VJ46W86TxN9wgyqDj,dfw rap,I Like You (A Happier Song) (with Doja Cat),Post Malone,192841.0
81,Pedro Lopez,1716997892000,3vWzyGTu6Ovo1GdrcJqH6e,hip hop,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,233000.0
82,Pedro Lopez,1717062254000,0O6u0VJ46W86TxN9wgyqDj,dfw rap,I Like You (A Happier Song) (with Doja Cat),Post Malone,192841.0
83,Pedro Lopez,1717088076000,0pSBuHjILhNEo55xK1zrRt,trap,Rolex,Ayo & Teo,238587.0
84,Pedro Lopez,1717140050000,3KkXRkHbMCARz0aVfEt68P,dfw rap,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,158040.0
85,Pedro Lopez,1717163423000,1SDtZ69uALD5zW8k9S8hTf,hip hop,Nate,NF,302120.0
86,Pedro Lopez,1717194893000,4cBlIM5AjnQ74f52Dv7T5K,hip hop,Change,NF,234074.0
87,Pedro Lopez,1717221907000,0cHAXbQfTlBIJrzIOW8kUv,hip hop,Trauma,NF,247241.0
88,Pedro Lopez,1717305663000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
89,Pedro Lopez,1717349983000,7sWRlDoTDX8geTR8zzr2vt,dfw rap,Hollywood's Bleeding,Post Malone,156267.0
90,Pedro Lopez,1717421355000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
91,Pedro Lopez,1717488570000,5yuShbu70mtHXY0yLzCQLQ,dfw rap,Go Flex,Post Malone,179613.0
92,Pedro Lopez,1717493899000,3EtyEzMpfKSaoVhPunvbRV,hip hop,Leave Me Alone,NF,308652.0
93,Pedro Lopez,1717506524000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
94,Pedro Lopez,1717558611000,4d6z0mKVcnhE5x0YWvTexh,hip hop,first order of business,Baby Keem,168759.0
95,Pedro Lopez,1717598612000,2PqSOrlabozEH6KXs7BvQr,hip hop,Let Me Go,NF,277777.0
96,Pedro Lopez,1717646730000,0aQA9DP54h37OevE7hRc2a,hip hop,My Stress,NF,252712.0
97,Pedro Lopez,1717731718000,07FkzikE6FuHIa8Ma7zJGc,hip hop,Lie,NF,209213.0
98,Pedro Lopez,1717784143000,3vWzyGTu6Ovo1GdrcJqH6e,hip hop,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,233000.0
99,Pedro Lopez,1717847576000,6ZxPYutGhjLTrcmvcshCa4,hip hop,Arabian Nights (2019),Will Smith,193096.0
100,Pedro Lopez,1717873934000,4KIIzdrFS4U21IeaMTATDi,hip hop,Thinking,NF,192120.0
101,Pedro Lopez,1717910054000,3ebfDw8WEbf0DxGh47R2lo,hip hop,I Miss The Days,NF,269185.0
102,Pedro Lopez,1717939383000,0t3ZvGKlmYmVsDzBJAXK8C,dfw rap,Goodbyes (feat. Young Thug),Post Malone,174853.0
103,Pedro Lopez,1717991931000,1SDtZ69uALD5zW8k9S8hTf,hip hop,Nate,NF,302120.0
104,Pedro Lopez,1718031508000,551xyaSJsg8hILXFq9JdST,hip hop,"The Plan - From the Motion Picture ""TENET""",Travis Scott,185851.0
105,Pedro Lopez,1718104464000,75ZvA4QfFiZvzhj2xkaWAh,dfw rap,I Fall Apart,Post Malone,223347.0
106,Pedro Lopez,1718123308000,7yNgSAuwbDJcdRNrBDtKPq,hip hop,WHY,NF,187933.0
107,Pedro Lopez,1718136693000,551xyaSJsg8hILXFq9JdST,hip hop,THE PLAN,Travis Scott,185851.0
108,Pedro Lopez,1718149464000,551xyaSJsg8hILXFq9JdST,hip hop,"The Plan - From the Motion Picture ""TENET""",Travis Scott,185851.0
109,Pedro Lopez,1718175182000,4d6z0mKVcnhE5x0YWvTexh,hip hop,first order of business,Baby Keem,168759.0
110,Pedro Lopez,1718226308000,0pSBuHjILhNEo55xK1zrRt,trap,Rolex,Ayo & Teo,238587.0
111,Pedro Lopez,1718297756000,07FkzikE6FuHIa8Ma7zJGc,hip hop,Lie,NF,209213.0
112,Pedro Lopez,1718323027000,5lehoWkVPujeOAwb8BO0uK,hip hop,Only,NF,225440.0
113,Pedro Lopez,1718392424000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
114,Pedro Lopez,1718412571000,0vkzRCT7wzqWCFJw5TN1MQ,hip hop,Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,178720.0
115,Pedro Lopez,1718426241000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
116,Pedro Lopez,1718441399000,3B54sVLJ402zGa6Xm4YGNe,hip hop,Unforgettable,French Montana,233902.0
117,Pedro Lopez,1718487087000,1Q3HtTFGxjmEljAw7Y0CaR,hip hop,Options,NF,206040.0
118,Pedro Lopez,1718573233000,3KkXRkHbMCARz0aVfEt68P,dfw rap,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,158040.0
119,Pedro Lopez,1718650450000,75ZvA4QfFiZvzhj2xkaWAh,dfw rap,I Fall Apart,Post Malone,223347.0
120,Pedro Lopez,1718690693000,0e7ipj03S05BNilyu5bRzt,dfw rap,rockstar (feat. 21 Savage),Post Malone,218147.0
121,Pedro Lopez,1718776507000,6ZxPYutGhjLTrcmvcshCa4,hip hop,Arabian Nights (2019),Will Smith,193096.0
122,Pedro Lopez,1718779791000,4d6z0mKVcnhE5x0YWvTexh,hip hop,first order of business,Baby Keem,168759.0
123,Pedro Lopez,1718865602000,3gahizdt1kEi5ovjCn6eql,trap,SOLVED THE PROBLEM,Comethazine,117073.0
124,Pedro Lopez,1718940739000,7sWRlDoTDX8geTR8zzr2vt,dfw rap,Hollywood's Bleeding,Post Malone,156267.0
125,Pedro Lopez,1719021494000,7yNgSAuwbDJcdRNrBDtKPq,hip hop,WHY,NF,187933.0
126,Pedro Lopez,1719086711000,0aQA9DP54h37OevE7hRc2a,hip hop,My Stress,NF,252712.0
127,Brianna Barrett,1715906796000,1gZFRYcPz3wKevEaNYRwfW,hip hop,Time - Edit,NF,230611.0
128,Brianna Barrett,1715962097000,3ebfDw8WEbf0DxGh47R2lo,hip hop,I Miss The Days,NF,269185.0
129,Brianna Barrett,1715978244000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
130,Brianna Barrett,1716057165000,2PqSOrlabozEH6KXs7BvQr,hip hop,Let Me Go,NF,277777.0
131,Brianna Barrett,1716059554000,2YzmfPLqUx5CJOaw5ThsBV,hip hop,Plain Jane REMIX (feat. Nicki Minaj),A$AP Ferg,202636.0
132,Brianna Barrett,1716144763000,5PdEiev2BkKiZtZFcNKjfM,hip hop,Hate Myself,NF,260253.0
133,Brianna Barrett,1716192577000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
134,Brianna Barrett,1716274276000,0t3ZvGKlmYmVsDzBJAXK8C,dfw rap,Goodbyes (feat. Young Thug),Post Malone,174853.0
135,Brianna Barrett,1716355217000,2PqSOrlabozEH6KXs7BvQr,hip hop,Let Me Go,NF,277777.0
136,Brianna Barrett,1716409429000,5yuShbu70mtHXY0yLzCQLQ,dfw rap,Go Flex,Post Malone,179613.0
137,Brianna Barrett,1716461536000,3swc6WTsr7rl9DqQKQA55C,dfw rap,Psycho (feat. Ty Dolla $ign),Post Malone,221440.0
138,Brianna Barrett,1716471311000,7ssFG94tZHpX9vbIFM0GVH,hip hop,No Excuses,NF,201720.0
139,Brianna Barrett,1716523812000,5PdEiev2BkKiZtZFcNKjfM,hip hop,Hate Myself,NF,260253.0
140,Brianna Barrett,1716554367000,5DoPoFpGLfEu9KyhbGULMB,dfw rap,2z Don Corleon,Lil 2z,117943.0
141,Brianna Barrett,1716586325000,3oLe5ZILASG8vU5dxIMfLY,hip hop,The Search,NF,248053.0
142,Brianna Barrett,1716670310000,0u695M7KyzXaPIjpEbxOkB,hip hop,SICKO MODE - Skrillex Remix,Travis Scott,304512.0
143,Brianna Barrett,1716695345000,5wfllwdjglyQislkskYLBv,hip hop,Day 'N' Nite (Nightmare),Kid Cudi,221240.0
144,Brianna Barrett,1716747198000,0cHAXbQfTlBIJrzIOW8kUv,hip hop,Trauma,NF,247241.0
145,Brianna Barrett,1716766982000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
146,Brianna Barrett,1716826846000,3swc6WTsr7rl9DqQKQA55C,dfw rap,Psycho (feat. Ty Dolla $ign),Post Malone,221440.0
147,Brianna Barrett,1716829219000,3EtyEzMpfKSaoVhPunvbRV,hip hop,Leave Me Alone,NF,308652.0
148,Brianna Barrett,1716907114000,0e7ipj03S05BNilyu5bRzt,dfw rap,rockstar (feat. 21 Savage),Post Malone,218147.0
149,Brianna Barrett,1716960158000,6Kfoo60npYPdvNxMPMiDpX,dfw rap,Wrapped Around Your Finger,Post Malone,193565.0
150,Brianna Barrett,1717027765000,00Blm7zeNqgYLPtW6zg8cj,dfw rap,One Right Now (with The Weeknd),Post Malone,193507.0
151,Brianna Barrett,1717108132000,0O6u0VJ46W86TxN9wgyqDj,dfw rap,I Like You (A Happier Song) (with Doja Cat),Post Malone,192841.0
152,Brianna Barrett,1717182127000,3gahizdt1kEi5ovjCn6eql,trap,SOLVED THE PROBLEM,Comethazine,117073.0
153,Brianna Barrett,1717223404000,7yNgSAuwbDJcdRNrBDtKPq,hip hop,WHY,NF,187933.0
154,Brianna Barrett,1717271211000,75ZvA4QfFiZvzhj2xkaWAh,dfw rap,I Fall Apart,Post Malone,223347.0
155,Brianna Barrett,1717311820000,551xyaSJsg8hILXFq9JdST,hip hop,"The Plan - From the Motion Picture ""TENET""",Travis Scott,185851.0
156,Brianna Barrett,1717367414000,0vkzRCT7wzqWCFJw5TN1MQ,hip hop,Save The Day (feat. Coi Leray & LouGotCash),Ski Mask The Slump God,178720.0
157,Brianna Barrett,1717377729000,40uMIn2zJLAQhNXghRjBed,dfw rap,Motley Crew,Post Malone,184213.0
158,Brianna Barrett,1717442375000,5lehoWkVPujeOAwb8BO0uK,hip hop,Only,NF,225440.0
159,Brianna Barrett,1717462432000,5wfllwdjglyQislkskYLBv,hip hop,Day 'N' Nite (Nightmare),Kid Cudi,221240.0
160,Brianna Barrett,1717522110000,40uMIn2zJLAQhNXghRjBed,dfw rap,Motley Crew,Post Malone,184213.0
161,Brianna Barrett,1717606629000,5VuxWXbt7XENQCtE9TzpTv,dfw rap,Spoil My Night (feat. Swae Lee),Post Malone,194560.0
162,Brianna Barrett,1717681625000,3swc6WTsr7rl9DqQKQA55C,dfw rap,Psycho (feat. Ty Dolla $ign),Post Malone,221440.0
163,Brianna Barrett,1717765910000,0e7ipj03S05BNilyu5bRzt,dfw rap,rockstar (feat. 21 Savage),Post Malone,218147.0
164,Brianna Barrett,1717797121000,75ZvA4QfFiZvzhj2xkaWAh,dfw rap,I Fall Apart,Post Malone,223347.0
165,Brianna Barrett,1717810725000,3oLe5ZILASG8vU5dxIMfLY,hip hop,The Search,NF,248053.0
166,Brianna Barrett,1717853194000,6MxMqCgqmekcr0VwSU7AVH,hip hop,Time,NF,240429.0
167,Brianna Barrett,1717913353000,3vWzyGTu6Ovo1GdrcJqH6e,hip hop,Scared of the Dark (feat. XXXTENTACION),Lil Wayne,233000.0
168,Brianna Barrett,1717997132000,7yNgSAuwbDJcdRNrBDtKPq,hip hop,WHY,NF,187933.0
169,Brianna Barrett,1718070245000,2JzZzZUQj3Qff7wapcbKjc,hip hop,See You Again (feat. Charlie Puth),Wiz Khalifa,229526.0
170,Brianna Barrett,1718093057000,3swc6WTsr7rl9DqQKQA55C,dfw rap,Psycho (feat. Ty Dolla $ign),Post Malone,221440.0
171,Hailey Henderson,1717022662000,7yJzk64ul9PFgVFUYbEzZL,edm,Jungle Bae (feat. Bunji Garlin & MX Prime),Jack Ü,208125.0
172,Hailey Henderson,1717089795000,4pWawf1Rq4qHDv4Ktqjg2D,edm,Beautiful Creatures (feat. MAX),ILLENIUM,240508.0
173,Hailey Henderson,1717102425000,52681Ivj8kgCi90Lu8B9fl,edm,Little Things (with Quinn XCII & Chelsea Cutler),Louis The Child,197453.0
174,Hailey Henderson,1717158167000,0RTzJVkunbGwuRjXDFHnjf,edm,Dreamer,Axwell /\ Ingrosso,251147.0
175,Hailey Henderson,1717213771000,6ZpR2XFuQJSHAQwg9495KZ,edm,Mind (feat. Kai),Jack Ü,242069.0
176,Hailey Henderson,1717282051000,7MiZjKawmXTsTNePyTfPyL,edm,Devil Eyes,Hippie Sabotage,131272.0
177,Hailey Henderson,1717322902000,1kQ0aj0mnjd5xKrYKLZo64,edm,Blood (with Foy Vance),ILLENIUM,248000.0
178,Hailey Henderson,1717378221000,4ierRI0gl4kEfK6lMKk3HM,edm,Footprints - Mokita Remix,Morgan Page,153979.0
179,Hailey Henderson,1717428507000,6NNP27VopCg9igRuWCRt6P,edm,Baby I'm A Queen,Sofi Tukker,208520.0
180,Hailey Henderson,1717439975000,2zh01m4PiHaZz4BAm0NRxs,edm,Tie Me Down (with Elley Duhé),Gryffin,218240.0
181,Hailey Henderson,1717504988000,1kQ0aj0mnjd5xKrYKLZo64,edm,Blood (with Foy Vance),ILLENIUM,248000.0
182,Hailey Henderson,1717519042000,4nRwznPhpULuqcqRw9KAUd,edm,Hole In My Heart (with Livingston),Louis The Child,171327.0
183,Hailey Henderson,1717594444000,78v8ad1iLTlfLbam4qvzNu,edm,Waiting,Vicetone,205714.0
184,Hailey Henderson,1717664734000,48bSfSZaq9Aizbu4AWn4st,edm,Febreze (feat. 2 Chainz),Jack Ü,214400.0
185,Hailey Henderson,1717699713000,0KG7XrgM20KEmJrKsyFDAm,edm,Let You Go,Diplo,234375.0
186,Hailey Henderson,1717726938000,7DgkSYT6vh3UAYQlFbsj6z,edm,Hate You + Love You (feat. AJ Mitchell),Cheat Codes,198874.0
187,Hailey Henderson,1717737630000,4ierRI0gl4kEfK6lMKk3HM,edm,Footprints - Mokita Remix,Morgan Page,153979.0
188,Hailey Henderson,1717788955000,06kxa3al7bUqRRo5nAFduZ,edm,Nightlight,ILLENIUM,222400.0
189,Hailey Henderson,1717837749000,2P4OICZRVAQcYAV2JReRfj,edm,Waiting For Love,Avicii,230613.0
190,Hailey Henderson,1717848986000,1I8tHoNBFTuoJAlh4hfVVE,edm,Firestone,Kygo,271640.0
191,Hailey Henderson,1717854505000,10BSvFgbWA1KsJaLZJInyq,electronica,Higher,GusGus,235597.0
192,Hailey Henderson,1717920073000,6h5PAsRni4IRlxWr6uDPTP,edm,More Than You Know,Axwell /\ Ingrosso,203000.0
193,Hailey Henderson,1718003684000,02FuO3zDHGFAz0yP7HHGvy,edm,Cinema - Skrillex Remix,Benny Benassi,307862.0
194,Christine Pope,1717453853000,0T7fLoDpZcSFYybJ3xXtgd,alternative metal,Pts.Of.Athrty - Jay Gordon Reanimation,Linkin Park,225520.0
195,Christine Pope,1717507325000,75Wz8eZhn2xBHFUGyJgHQP,alternative metal,Wth>You (Chairman Hahn Reanimation) [feat. Aceyalone],Linkin Park,252307.0
196,Christine Pope,1717581250000,2nLtzopw4rPReszdYBJU6h,alternative metal,Numb,Linkin Park,185587.0
197,Christine Pope,1717605211000,1nFtiJxYdhtFfFtfXBv06s,grunge,Something In The Way,Nirvana,232147.0
198,Christine Pope,1717633231000,4K1imZQQ0yKtJ40vGmUajS,classic rock,Girl from the North Country,Bob Dylan,220400.0
199,Christine Pope,1717679054000,76TZCvJ8GitQ2FA1q5dKu0,classic rock,The Boxer,Simon & Garfunkel,308520.0
200,Christine Pope,1717743522000,4A065x9kJt955eGVqf813g,alternative metal,Them Bones (2022 Remaster),Alice In Chains,149467.0
201,Christine Pope,1717752696000,4QJLKU75Rg4558f4LbDBRi,alternative metal,If Today Was Your Last Day,Nickelback,249067.0
202,Christine Pope,1717831442000,4zds6sf1ULkuri7mpEjDZb,alternative metal,By_Myslf (Josh Abraham and Mike Shinoda Reanimation),Linkin Park,222440.0
203,Christine Pope,1717875041000,6Hxw4iKjZOyPIHXgbOwVZq,alternative metal,When They Come for Me,Linkin Park,293453.0
204,Christine Pope,1717926832000,1nFtiJxYdhtFfFtfXBv06s,grunge,Something In The Way,Nirvana,232147.0
205,Christine Pope,1717962171000,0T7fLoDpZcSFYybJ3xXtgd,alternative metal,Pts.Of.Athrty - Jay Gordon Reanimation,Linkin Park,225520.0
206,Christine Pope,1717962941000,1nFtiJxYdhtFfFtfXBv06s,grunge,Something In The Way,Nirvana,232147.0
207,Christine Pope,1718044103000,77tR4iQgyQTAnhhuPik3ZP,alternative metal,One For the Money,Escape the Fate,199950.0
208,Lindsey Watkins,1717499359000,6gZVQvQZOFpzIy3HblJ20F,alternative metal,Man in the Box,Alice In Chains,285200.0
209,Lindsey Watkins,1717536687000,1CQPeKZKKapI4BQPU5L1di,alternative metal,Over Soon,Egypt Central,204832.0
